"id";"value";"time";"read"
681;15.3647;"1619463584.546";"0"
684;14.8293;"1619463585.296";"0"
682;15.2994;"1619463584.796";"0"
683;15.0919;"1619463585.046";"0"
688;13.932;"1619463586.296";"0"
689;13.7739;"1619463586.546";"0"
686;14.3554;"1619463585.796";"0"
690;13.6202;"1619463586.796";"0"
685;14.5744;"1619463585.546";"0"
687;14.1241;"1619463586.046";"0"
692;13.4037;"1619463587.296";"0"
693;13.3134;"1619463587.546";"0"
696;13.0969;"1619463588.296";"0"
694;13.2301;"1619463587.796";"0"
691;13.5087;"1619463587.046";"0"
695;13.1597;"1619463588.046";"0"
699;12.9624;"1619463589.046";"0"
701;12.8773;"1619463589.546";"0"
697;13.0483;"1619463588.546";"0"
702;12.844;"1619463589.796";"0"
698;12.997;"1619463588.796";"0"
700;12.9234;"1619463589.296";"0"
703;12.7992;"1619463590.046";"0"
706;12.6788;"1619463590.796";"0"
708;12.616;"1619463591.296";"0"
704;12.7556;"1619463590.296";"0"
707;12.6468;"1619463591.046";"0"
705;12.7223;"1619463590.546";"0"
710;12.9465;"1619463591.796";"0"
713;11.8179;"1619463592.546";"0"
714;11.3167;"1619463592.796";"0"
711;12.8389;"1619463592.046";"0"
712;12.3189;"1619463592.296";"0"
709;12.6071;"1619463591.546";"0"
719;12.627;"1619463594.046";"0"
716;10.8152;"1619463593.296";"0"
720;13.1282;"1619463594.296";"0"
717;11.6241;"1619463593.546";"0"
715;11.5966;"1619463593.046";"0"
718;12.1256;"1619463593.796";"0"
726;14.1351;"1619463595.796";"0"
722;14.1306;"1619463594.796";"0"
723;14.4079;"1619463595.046";"0"
725;14.2849;"1619463595.546";"0"
721;13.6292;"1619463594.546";"0"
724;14.3912;"1619463595.296";"0"
727;13.9955;"1619463596.046";"0"
730;13.5497;"1619463596.796";"0"
731;13.4524;"1619463597.046";"0"
732;13.3595;"1619463597.296";"0"
728;13.8443;"1619463596.296";"0"
729;13.6945;"1619463596.546";"0"
734;13.1866;"1619463597.796";"0"
735;13.1238;"1619463598.046";"0"
733;13.2609;"1619463597.546";"0"
737;13.0239;"1619463598.546";"0"
738;12.9817;"1619463598.796";"0"
736;13.0636;"1619463598.296";"0"
744;12.7736;"1619463600.296";"0"
741;12.8645;"1619463599.546";"0"
740;12.894;"1619463599.296";"0"
743;12.7941;"1619463600.046";"0"
739;12.9362;"1619463599.046";"0"
742;12.8274;"1619463599.796";"0"
746;12.7313;"1619463600.796";"0"
747;12.7044;"1619463601.046";"0"
748;12.6813;"1619463601.296";"0"
745;12.7569;"1619463600.546";"0"
749;12.6609;"1619463601.546";"0"
750;12.6442;"1619463601.796";"0"
752;12.6186;"1619463602.296";"0"
753;12.6045;"1619463602.546";"0"
755;12.5776;"1619463603.046";"0"
754;12.5942;"1619463602.796";"0"
751;12.634;"1619463602.046";"0"
756;12.5533;"1619463603.296";"0"
759;12.5174;"1619463604.046";"0"
758;12.5251;"1619463603.796";"0"
757;12.5469;"1619463603.546";"0"
762;12.4751;"1619463604.796";"0"
761;12.4879;"1619463604.546";"0"
760;12.5007;"1619463604.296";"0"
763;12.4622;"1619463605.046";"0"
764;12.4493;"1619463605.296";"0"
766;12.4199;"1619463605.796";"0"
765;12.4301;"1619463605.546";"0"
768;12.4084;"1619463606.296";"0"
767;12.4148;"1619463606.046";"0"
772;12.361;"1619463607.296";"0"
769;12.4007;"1619463606.546";"0"
770;12.3815;"1619463606.796";"0"
773;12.3546;"1619463607.546";"0"
774;12.3469;"1619463607.796";"0"
771;12.3712;"1619463607.046";"0"
780;12.2944;"1619463609.296";"0"
775;12.3482;"1619463608.046";"0"
779;12.3059;"1619463609.046";"0"
776;12.3443;"1619463608.296";"0"
778;12.3213;"1619463608.796";"0"
777;12.3328;"1619463608.546";"0"
782;12.2841;"1619463609.796";"0"
786;12.2508;"1619463610.796";"0"
783;12.279;"1619463610.046";"0"
784;12.2713;"1619463610.296";"0"
785;12.2611;"1619463610.546";"0"
781;12.2892;"1619463609.546";"0"
791;12.1881;"1619463612.046";"0"
787;12.2252;"1619463611.046";"0"
790;12.1983;"1619463611.796";"0"
792;12.1829;"1619463612.296";"0"
789;12.2175;"1619463611.546";"0"
788;12.2175;"1619463611.296";"0"
794;12.2418;"1619463612.796";"0"
796;12.4276;"1619463613.296";"0"
793;12.1842;"1619463612.546";"0"
797;12.4903;"1619463613.546";"0"
798;12.5595;"1619463613.796";"0"
795;12.3392;"1619463613.046";"0"
799;12.5672;"1619463614.046";"0"
804;12.5224;"1619463615.296";"0"
801;12.5697;"1619463614.546";"0"
803;12.5441;"1619463615.046";"0"
802;12.5569;"1619463614.796";"0"
800;12.5621;"1619463614.296";"0"
808;12.4865;"1619463616.296";"0"
807;12.4942;"1619463616.046";"0"
805;12.5633;"1619463615.546";"0"
810;12.4007;"1619463616.796";"0"
809;12.4878;"1619463616.546";"0"
806;12.5659;"1619463615.796";"0"
814;12.1483;"1619463617.796";"0"
816;11.3167;"1619463618.296";"0"
815;11.8179;"1619463618.046";"0"
811;12.3725;"1619463617.046";"0"
812;12.3802;"1619463617.296";"0"
813;12.2547;"1619463617.546";"0"
822;12.767;"1619463619.796";"0"
817;12.05;"1619463618.546";"0"
819;12.203;"1619463619.046";"0"
818;12.025;"1619463618.796";"0"
821;12.5693;"1619463619.546";"0"
820;12.3887;"1619463619.296";"0"
826;12.8541;"1619463620.796";"0"
825;12.8977;"1619463620.546";"0"
824;12.9079;"1619463620.296";"0"
827;12.7901;"1619463621.046";"0"
823;12.8656;"1619463620.046";"0"
828;12.6812;"1619463621.296";"0"
829;12.5992;"1619463621.546";"0"
833;12.4109;"1619463622.546";"0"
830;12.5403;"1619463621.796";"0"
832;12.4493;"1619463622.296";"0"
831;12.5019;"1619463622.046";"0"
834;12.3802;"1619463622.796";"0"
836;12.3341;"1619463623.296";"0"
839;12.3085;"1619463624.046";"0"
837;12.32;"1619463623.546";"0"
835;12.3597;"1619463623.046";"0"
838;12.3085;"1619463623.796";"0"
840;12.3085;"1619463624.296";"0"
844;12.2316;"1619463625.296";"0"
843;12.2547;"1619463625.046";"0"
842;12.288;"1619463624.796";"0"
845;12.2444;"1619463625.546";"0"
841;12.2956;"1619463624.546";"0"
846;12.2444;"1619463625.796";"0"
852;11.9712;"1619463627.296";"0"
849;11.9934;"1619463626.546";"0"
847;12.2226;"1619463626.046";"0"
850;11.9652;"1619463626.796";"0"
851;11.9776;"1619463627.046";"0"
848;12.0881;"1619463626.296";"0"
853;11.9673;"1619463627.546";"0"
858;11.9328;"1619463628.796";"0"
855;11.9392;"1619463628.046";"0"
856;11.9392;"1619463628.296";"0"
857;11.9353;"1619463628.546";"0"
